H,label
"[[0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.17382518e-06,1.93539785e-06,2.15334588e-06,1.97901039e-06],
 [2.82869601e-06,0.00000000e+00,0.00000000e+00,2.41513462e-06],
 [2.79755261e-06,2.34935676e-06,2.79299383e-06,2.41147735e-06],
 [2.50145711e-06,2.32918753e-06,2.70432197e-06,2.20856637e-06],
 [2.16418869e-06,1.97513478e-06,2.19537954e-06,1.96588355e-06]]","[[ 0.        , 0.02991457, 0.03508572, 0.07177859],
 [ 0.        , 0.03071093, 0.0388943 , 0.01166573],
 [ 0.        , 0.18919617, 0.06953806, 0.00675295],
 [ 0.        ,-0.09379927, 0.01875205, 0.05749547],
 [ 0.00997452,-0.09453876, 0.00546077, 0.03362659],
 [ 0.05222627, 0.15922829, 0.0615024 , 0.02630847]]"
"[[0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.13482233e-06,2.04322183e-06,1.94128517e-06,1.81440232e-06],
 [2.68128057e-06,0.00000000e+00,0.00000000e+00,2.49165068e-06],
 [2.64843852e-06,2.88007364e-06,2.63798232e-06,0.00000000e+00],
 [2.41183965e-06,2.85464485e-06,2.43946827e-06,2.23135586e-06],
 [2.12682036e-06,2.11733415e-06,1.95389814e-06,1.80129592e-06]]","[[ 0.        , 0.05490721, 0.10851414, 0.03970422],
 [ 0.        , 0.05001076, 0.06632857, 0.06609271],
 [ 0.        , 0.19743873, 0.07717479,-0.00521877],
 [ 0.        ,-0.07534287,-0.11590683, 0.02825172],
 [-0.00161655,-0.07486509,-0.05053354, 0.04778008],
 [ 0.0158163 , 0.09878842, 0.097405  , 0.04834308]]"
"[[0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.07564247e-06,1.95528136e-06,2.22771258e-06,1.85483008e-06],
 [2.85461294e-06,0.00000000e+00,0.00000000e+00,2.37519988e-06],
 [2.84691078e-06,2.73920338e-06,2.96653765e-06,0.00000000e+00],
 [2.52189605e-06,2.76612397e-06,2.87832908e-06,2.12929061e-06],
 [2.07171235e-06,2.04186574e-06,2.27910996e-06,1.83092120e-06]]","[[ 0.        , 0.05599432, 0.11738084, 0.04482097],
 [ 0.        , 0.05935169, 0.06588942, 0.05497929],
 [ 0.        , 0.20256676, 0.06922704,-0.02220644],
 [ 0.        ,-0.07555017,-0.11953161, 0.02880508],
 [-0.01822908,-0.07848701,-0.04169445, 0.05341159],
 [ 0.0174272 , 0.09454037, 0.09412191, 0.05565407]]"
"[[0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.06132642e-06,2.14433910e-06,1.89063947e-06,2.07834483e-06],
 [2.92166814e-06,0.00000000e+00,0.00000000e+00,2.50099546e-06],
 [2.92704958e-06,2.96881193e-06,2.50515917e-06,2.46924132e-06],
 [2.54701600e-06,2.82358950e-06,2.47698468e-06,2.29626895e-06],
 [2.05442477e-06,2.18926052e-06,1.94556873e-06,2.07234251e-06]]","[[ 0.        , 0.04016945, 0.05859145, 0.07462777],
 [ 0.        , 0.04986477, 0.0735881 , 0.00438736],
 [ 0.        , 0.18839601, 0.04403037,-0.01534268],
 [ 0.        ,-0.095518  ,-0.00307025, 0.03272834],
 [-0.0117007 ,-0.09446853, 0.00798286, 0.04746746],
 [ 0.0308975 , 0.15123708, 0.06627608, 0.04553547]]"
"[[0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.18977962e-06,1.99395183e-06,2.34583381e-06,1.97009368e-06],
 [0.00000000e+00,0.00000000e+00,3.25960687e-06,0.00000000e+00],
 [3.08738576e-06,2.55788293e-06,3.12062613e-06,2.30090314e-06],
 [2.93590088e-06,2.40766118e-06,2.84177625e-06,2.26200175e-06],
 [2.24029553e-06,2.00890228e-06,2.35932159e-06,1.99481934e-06]]","[[ 0.        , 0.01012265, 0.11905398, 0.01030923],
 [ 0.        , 0.09451867, 0.08534081, 0.05718759],
 [ 0.        ,-0.01495924, 0.01403221, 0.0236913 ],
 [ 0.        ,-0.01125979, 0.04126232, 0.06198367],
 [ 0.01739862, 0.48374282, 0.10759685, 0.00973464],
 [ 0.06496423,-0.01085031, 0.06869025, 0.09580867]]"
"[[0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.23294614e-06,1.98947269e-06,2.03699931e-06,2.08601764e-06],
 [0.00000000e+00,0.00000000e+00,3.09958313e-06,0.00000000e+00],
 [2.77472116e-06,2.75368419e-06,3.07336322e-06,2.55125295e-06],
 [2.74548575e-06,2.54951080e-06,2.77854853e-06,2.42924291e-06],
 [2.28122144e-06,2.00991515e-06,2.06502279e-06,2.10144176e-06]]","[[ 0.        , 0.00650842, 0.05042869, 0.01473507],
 [ 0.        , 0.09240713, 0.12764611, 0.0569235 ],
 [ 0.        ,-0.01343305, 0.01974809, 0.08282428],
 [ 0.        ,-0.01073117, 0.05829575, 0.03189158],
 [ 0.07169954, 0.49626786, 0.09394039, 0.00654578],
 [ 0.032954  ,-0.01038158, 0.07633369, 0.08620759]]"
"[[0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [1.86555132e-06,2.08394015e-06,2.24274176e-06,2.06155126e-06],
 [0.00000000e+00,0.00000000e+00,2.57719751e-06,3.23752577e-06],
 [0.00000000e+00,2.54044054e-06,2.51629665e-06,3.23688158e-06],
 [2.27540734e-06,2.42799774e-06,2.31449231e-06,2.77040528e-06],
 [1.87394518e-06,2.10105115e-06,2.22003476e-06,2.06907611e-06]]","[[ 0.        , 0.06300626,-0.154942  ,-0.02145584],
 [ 0.        ,-0.03157416, 0.10117066, 0.04238757],
 [ 0.        ,-0.03765716, 0.00986565, 0.07106208],
 [ 0.        ,-0.1292607 , 0.06797653, 0.03735968],
 [ 0.0691639 , 0.11459168, 0.1222143 , 0.05617285],
 [ 0.0351166 , 0.13713571, 0.03739895,-0.02852141]]"
"[[0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [1.90428700e-06,2.05644706e-06,2.26476090e-06,2.05567804e-06],
 [2.81442486e-06,3.10248849e-06,2.89053648e-06,3.03816177e-06],
 [0.00000000e+00,3.08250353e-06,2.76598010e-06,3.01413162e-06],
 [2.43528910e-06,2.73370035e-06,2.63385119e-06,2.70741447e-06],
 [1.89189635e-06,2.07272897e-06,2.28360992e-06,2.07427835e-06]]","[[ 0.00000000e+00, 1.24627015e-01,-2.04515181e-01, 9.95758375e-03],
 [ 0.00000000e+00,-1.04275565e-03, 1.10494382e-01, 4.98143399e-02],
 [ 0.00000000e+00, 1.10599060e-01, 2.00250412e-02, 4.22921536e-02],
 [ 0.00000000e+00, 6.90012066e-02, 1.01899058e-01,-1.27191061e-02],
 [ 4.57951609e-02,-2.02551302e-02, 8.00565416e-02, 1.28553530e-01],
 [-1.24790487e-02, 5.48194191e-02, 4.15913008e-02,-1.18428973e-04]]"
"[[0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [1.97243738e-06,2.11547236e-06,2.27873042e-06,1.94229825e-06],
 [0.00000000e+00,0.00000000e+00,2.85469361e-06,0.00000000e+00],
 [2.64015841e-06,2.77797903e-06,2.69136774e-06,2.62041197e-06],
 [2.47919682e-06,2.72108188e-06,2.65945665e-06,2.47374485e-06],
 [1.99381666e-06,2.16746467e-06,2.31400255e-06,1.96715854e-06]]","[[ 0.        , 0.01481496, 0.09602449, 0.01202451],
 [ 0.        , 0.05842212, 0.06712553, 0.07633948],
 [ 0.        ,-0.01378193, 0.01001668, 0.06222035],
 [ 0.        ,-0.01164317, 0.09472609, 0.06984364],
 [ 0.06716199, 0.50295351, 0.06907933, 0.01500841],
 [ 0.0615518 ,-0.01118386, 0.09426517, 0.05675074]]"
"[[0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [1.96030880e-06,2.02363871e-06,2.04595226e-06,1.99298960e-06],
 [2.54978318e-06,3.01434835e-06,0.00000000e+00,0.00000000e+00],
 [2.54727267e-06,3.00816220e-06,2.55480176e-06,2.53375430e-06],
 [2.33030775e-06,2.65328836e-06,2.42818028e-06,2.36034333e-06],
 [1.95809609e-06,2.03295500e-06,2.06359363e-06,1.99925404e-06]]","[[ 0.        , 0.05127174,-0.00493914, 0.05802766],
 [ 0.        , 0.04809971, 0.04922107, 0.0517341 ],
 [ 0.        , 0.16839284, 0.04389043, 0.03388073],
 [ 0.        , 0.16437989, 0.05766712,-0.00946953],
 [ 0.0370391 ,-0.0964969 , 0.00646216, 0.05443692],
 [-0.01033764,-0.09712204, 0.02288023, 0.04702576]]"
"[[0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [1.95897537e-06,1.87620683e-06,1.92343085e-06,1.99935290e-06],
 [0.00000000e+00,2.39628501e-06,0.00000000e+00,2.42999596e-06],
 [2.49506024e-06,0.00000000e+00,2.51338835e-06,2.43885317e-06],
 [2.39972320e-06,2.20587121e-06,2.41932886e-06,2.18255723e-06],
 [1.98572889e-06,1.86909836e-06,1.95439528e-06,1.97404102e-06]]","[[ 0.        , 0.03406003, 0.06355361, 0.07247185],
 [ 0.        , 0.00176715,-0.12007549,-0.02488633],
 [ 0.        ,-0.10192661, 0.07701653, 0.05373557],
 [ 0.        , 0.09212387, 0.08582089, 0.04926353],
 [ 0.05046234,-0.08906269, 0.06125388, 0.03810633],
 [ 0.04978319, 0.16295383, 0.06222787,-0.00237435]]"
"[[0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.15647702e-06,2.00365012e-06,2.00629148e-06,2.20286833e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.73849745e-06,2.52580245e-06,2.52389415e-06,2.69772364e-06],
 [2.66321276e-06,2.36514027e-06,2.40219265e-06,2.73777009e-06],
 [2.19662864e-06,2.01193212e-06,2.02504716e-06,2.26544158e-06]]","[[0.        ,0.07923045,0.09028452,0.06222891],
 [0.        ,0.06347606,0.11809097,0.13051588],
 [0.        ,0.        ,0.10268029,0.06320865],
 [0.        ,0.        ,0.03726682,0.06582279],
 [0.05546381,0.        ,0.10371488,0.0701711 ],
 [0.08434806,0.        ,0.04461874,0.08710155]]"
"[[0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [1.93162540e-06,2.08124684e-06,2.02037427e-06,2.11876811e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.63753348e-06,2.66893032e-06,2.54162446e-06,2.49856076e-06],
 [2.45630278e-06,2.62203801e-06,2.57302218e-06,2.47281228e-06],
 [1.94916933e-06,2.12918974e-06,2.08734836e-06,2.15293043e-06]]","[[ 0.        , 0.0501587 , 0.19759435, 0.11937347],
 [ 0.        , 0.12867578, 0.07192987, 0.03376976],
 [ 0.        , 0.        , 0.04269546,-0.00269676],
 [ 0.        , 0.        , 0.01962338, 0.05846185],
 [ 0.01074817, 0.        , 0.04286328, 0.06716181],
 [ 0.0543205 , 0.        , 0.0958036 , 0.11715157]]"
"[[0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.01530058e-06,2.16208483e-06,2.13476171e-06,2.03394404e-06],
 [0.00000000e+00,2.68057230e-06,2.59987780e-06,0.00000000e+00],
 [2.38429777e-06,2.60206336e-06,2.59129499e-06,2.81172494e-06],
 [2.40393681e-06,2.48470690e-06,2.31015477e-06,2.68731494e-06],
 [2.06422697e-06,2.17739105e-06,2.10965955e-06,2.07755729e-06]]","[[ 0.        , 0.02778042,-0.00305031,-0.01058467],
 [ 0.        , 0.00318109, 0.00504587, 0.07366937],
 [ 0.        ,-0.11785491, 0.02847352, 0.088925  ],
 [ 0.        , 0.15522747, 0.09932579, 0.01849937],
 [ 0.07737779, 0.15162336, 0.05088775, 0.01757635],
 [ 0.01558815,-0.10676853, 0.02190754, 0.00545514]]"
"[[0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.16965019e-06,2.03481458e-06,1.98745735e-06,2.09339175e-06],
 [2.91511214e-06,0.00000000e+00,2.43534011e-06,0.00000000e+00],
 [2.83482919e-06,2.45718247e-06,2.42276647e-06,2.55636782e-06],
 [2.66361180e-06,2.39014368e-06,2.26291569e-06,2.45441948e-06],
 [2.19399264e-06,2.06067888e-06,1.98659786e-06,2.11419510e-06]]","[[ 0.        , 0.02894241, 0.03093399, 0.01007074],
 [ 0.        , 0.04668775, 0.04862047, 0.05448458],
 [ 0.        , 0.18886633, 0.01824994,-0.00329187],
 [ 0.        ,-0.09734173, 0.0576188 , 0.0509779 ],
 [-0.00683576, 0.15819505, 0.02648755, 0.0248821 ],
 [ 0.04833313,-0.0978127 , 0.05824117, 0.04714767]]"
"[[0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [1.96603615e-06,2.06459915e-06,1.97760895e-06,2.18597015e-06],
 [2.88814112e-06,2.56232107e-06,3.05078664e-06,2.89719932e-06],
 [2.88453092e-06,2.52655657e-06,3.05469330e-06,2.81971947e-06],
 [2.59642860e-06,2.38363145e-06,2.65905812e-06,2.62554105e-06],
 [1.98050982e-06,2.07354031e-06,1.98537776e-06,2.20197063e-06]]","[[ 0.        ,-0.00959293, 0.09407873, 0.04365501],
 [ 0.        , 0.07576137, 0.00791308, 0.05482527],
 [ 0.        , 0.07877434, 0.11583797, 0.00079668],
 [ 0.        , 0.0110926 , 0.02970441, 0.12144471],
 [-0.00034474, 0.09709802, 0.07495992,-0.01085366],
 [ 0.12510845, 0.05088243, 0.03551091, 0.07905258]]"
"[[0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.19880448e-06,2.18933595e-06,1.96811910e-06,2.20828450e-06],
 [2.81169880e-06,3.28964153e-06,0.00000000e+00,0.00000000e+00],
 [2.79936668e-06,3.18254430e-06,2.56745113e-06,2.99384410e-06],
 [2.45533705e-06,2.93212267e-06,2.49400167e-06,2.96399638e-06],
 [2.17599012e-06,2.22722174e-06,2.00792627e-06,2.27693985e-06]]","[[ 0.        , 0.05031849, 0.00881138, 0.0544863 ],
 [ 0.        , 0.02850995, 0.03435211, 0.08184435],
 [ 0.        , 0.16393874, 0.05114966, 0.04452386],
 [ 0.        , 0.16772478, 0.05669491,-0.00437316],
 [ 0.0607517 ,-0.09619172,-0.03073143, 0.05170824],
 [-0.00824231,-0.09622193, 0.03281366, 0.03588037]]"
"[[0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.14380808e-06,2.07208047e-06,2.06563513e-06,1.79337590e-06],
 [2.77607923e-06,3.06613433e-06,0.00000000e+00,0.00000000e+00],
 [2.70601548e-06,3.09633303e-06,2.59834366e-06,0.00000000e+00],
 [2.56750075e-06,2.60354581e-06,2.46679926e-06,2.23375298e-06],
 [2.16566945e-06,2.05869051e-06,2.08481102e-06,1.82418667e-06]]","[[ 0.        , 0.03234922, 0.00465647, 0.03237721],
 [ 0.        , 0.06611682, 0.07584563, 0.09799613],
 [ 0.        , 0.15441804, 0.10645426, 0.04338535],
 [ 0.        , 0.14275644,-0.13129043,-0.01302863],
 [ 0.03451794,-0.12985493, 0.00207892, 0.03267935],
 [-0.00659841,-0.0331981 , 0.0149384 , 0.06784717]]"
"[[0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [1.93305106e-06,2.07924501e-06,1.96283986e-06,2.01554026e-06],
 [2.53246394e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.53472907e-06,2.77618038e-06,2.44008969e-06,2.62574028e-06],
 [2.29213805e-06,2.70930317e-06,2.44964855e-06,2.60954026e-06],
 [1.92412374e-06,2.13140991e-06,2.01976502e-06,2.07452003e-06]]","[[ 0.        , 0.07621284, 0.01845081, 0.06805937],
 [ 0.        , 0.0542902 , 0.09697982, 0.08305307],
 [ 0.        , 0.49481596, 0.05422208, 0.01072743],
 [ 0.        ,-0.01265294, 0.07719299, 0.04674095],
 [ 0.01328147,-0.01078886, 0.00816235, 0.08056121],
 [ 0.04696177,-0.0110013 , 0.07789315, 0.05727859]]"
"[[0.00000000e+00,0.00000000e+00,0.00000000e+00,3.02858042e-06],
 [2.10393491e-06,1.94183663e-06,2.04660612e-06,2.04191425e-06],
 [2.41942405e-06,0.00000000e+00,2.85812575e-06,2.94401187e-06],
 [2.35100341e-06,2.68846516e-06,2.86517405e-06,3.02318121e-06],
 [2.27956338e-06,2.55409233e-06,2.50194891e-06,2.45798196e-06],
 [2.11110841e-06,1.97669624e-06,2.03775378e-06,2.00737285e-06]]","[[-0.01676664, 0.01265215,-0.01032455, 0.03877025],
 [-0.00693636, 0.00700676, 0.07460864, 0.01052831],
 [-0.01521887, 0.07681413, 0.07142079, 0.08481717],
 [ 0.47111486,-0.12509596, 0.01924708, 0.04627979],
 [ 0.08285308, 0.09919936, 0.02966326, 0.01085106],
 [ 0.04408428, 0.01523909, 0.07770642, 0.0062702 ]]"
"[[0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.07538761e-06,1.76456092e-06,2.31229069e-06,1.98316132e-06],
 [0.00000000e+00,0.00000000e+00,2.79729221e-06,0.00000000e+00],
 [2.77817279e-06,0.00000000e+00,2.58170085e-06,2.53248088e-06],
 [2.81079255e-06,2.21423152e-06,2.65932421e-06,2.39226885e-06],
 [2.15506103e-06,1.77813510e-06,2.36203566e-06,1.99901216e-06]]","[[ 0.        , 0.01773575, 0.11802339, 0.01425807],
 [ 0.        , 0.0519273 ,-0.10299406, 0.03761681],
 [ 0.        ,-0.0174745 , 0.01446188, 0.03450423],
 [ 0.        ,-0.00710247, 0.11491846, 0.06565038],
 [ 0.02384451, 0.48082266, 0.08255523, 0.01794496],
 [ 0.06671374,-0.01321937, 0.08433035, 0.04727362]]"
"[[0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.06328124e-06,1.99501517e-06,2.05943751e-06,2.05567025e-06],
 [0.00000000e+00,0.00000000e+00,2.94923442e-06,0.00000000e+00],
 [2.52782186e-06,2.37810632e-06,2.93477522e-06,2.48592598e-06],
 [2.45676533e-06,2.27096913e-06,2.61387224e-06,2.42200103e-06],
 [2.09251802e-06,2.00416990e-06,2.06663895e-06,2.08349660e-06]]","[[ 0.        , 0.00822476, 0.08410562, 0.01483879],
 [ 0.        , 0.06570751, 0.07770805, 0.0841031 ],
 [ 0.        ,-0.01343223, 0.021438  , 0.0651717 ],
 [ 0.        ,-0.01048397, 0.07690925, 0.07495237],
 [ 0.06086993, 0.49866761, 0.09099369, 0.00788089],
 [ 0.07999661,-0.01074267, 0.06436231, 0.06914881]]"
"[[0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [1.91266489e-06,2.11763853e-06,1.95813461e-06,2.05008370e-06],
 [0.00000000e+00,2.62481067e-06,0.00000000e+00,0.00000000e+00],
 [2.51556726e-06,2.56885125e-06,2.49987915e-06,2.37395664e-06],
 [2.38880768e-06,2.43295633e-06,2.44628023e-06,2.32807337e-06],
 [1.93431502e-06,2.12852150e-06,1.99863027e-06,2.07241154e-06]]","[[ 0.        , 0.04919185, 0.11744771, 0.09385991],
 [ 0.        , 0.09701468, 0.01405856, 0.05378316],
 [ 0.        ,-0.01373284, 0.08192371, 0.03797684],
 [ 0.        , 0.49951453, 0.04618291, 0.01304825],
 [ 0.03953199,-0.0112517 , 0.0827964 , 0.05424811],
 [ 0.01343782,-0.01117778, 0.01203949, 0.09464723]]"
"[[0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.02066302e-06,1.90509260e-06,2.12856049e-06,2.02246048e-06],
 [2.72332486e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.71425037e-06,2.52066130e-06,2.49152923e-06,2.89947222e-06],
 [2.45804191e-06,2.40014085e-06,2.46131843e-06,2.66297550e-06],
 [2.02253411e-06,1.92942376e-06,2.15969968e-06,2.04759069e-06]]","[[ 0.        , 0.09847791, 0.01966947, 0.0517852 ],
 [ 0.        , 0.02557282, 0.07812648, 0.07501748],
 [ 0.        , 0.4881971 , 0.02731002, 0.0121115 ],
 [ 0.        ,-0.01180608, 0.12406289, 0.05186102],
 [ 0.01289317,-0.01038739, 0.01292745, 0.10228771],
 [ 0.05158734,-0.01073377, 0.08155106, 0.02554833]]"
"[[0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [1.87727775e-06,2.00290380e-06,2.02015303e-06,2.11729465e-06],
 [0.00000000e+00,0.00000000e+00,2.76243637e-06,0.00000000e+00],
 [2.25782563e-06,2.61823265e-06,2.76343083e-06,2.89681041e-06],
 [2.16333063e-06,2.46083459e-06,2.45369206e-06,2.94275155e-06],
 [1.88546746e-06,2.02136252e-06,2.01435924e-06,2.20475831e-06]]","[[ 0.        , 0.01077549, 0.04610792, 0.01088637],
 [ 0.        , 0.02418917, 0.09920439, 0.13265541],
 [ 0.        ,-0.01264369, 0.01779496, 0.09992197],
 [ 0.        ,-0.0108707 , 0.07260879, 0.05796435],
 [ 0.11640924, 0.49600965, 0.03476751, 0.00961959],
 [ 0.0606466 ,-0.01130799, 0.05949937, 0.03710408]]"
"[[0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [1.91655153e-06,2.25585165e-06,1.81195155e-06,1.95341691e-06],
 [2.58342395e-06,3.05276373e-06,0.00000000e+00,2.66778846e-06],
 [2.58347966e-06,2.92280359e-06,0.00000000e+00,2.66603405e-06],
 [2.35481741e-06,2.76527050e-06,2.29896837e-06,2.42669953e-06],
 [1.91672893e-06,2.28482964e-06,1.81725446e-06,1.95789780e-06]]","[[ 0.        , 0.0741321 , 0.11598902, 0.10787133],
 [ 0.        , 0.02720655, 0.05522234, 0.0404463 ],
 [ 0.        , 0.07411669,-0.08062167, 0.02763941],
 [ 0.        , 0.11411315, 0.10538852, 0.04552043],
 [ 0.03459203,-0.08695321, 0.02874914, 0.07415826],
 [ 0.03708029, 0.08151687, 0.03597947, 0.02484085]]"
"[[0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.11629347e-06,2.10581678e-06,2.11389428e-06,2.19590842e-06],
 [0.00000000e+00,3.02984039e-06,0.00000000e+00,2.96675003e-06],
 [2.47413825e-06,3.00194506e-06,2.89791315e-06,2.95428008e-06],
 [2.40755874e-06,2.67289122e-06,2.71719363e-06,2.56620036e-06],
 [2.13651046e-06,2.11512940e-06,2.14621950e-06,2.18033896e-06]]","[[ 0.        , 0.01185152,-0.01638386, 0.07403229],
 [ 0.        , 0.02363441, 0.03022971,-0.00449136],
 [ 0.        ,-0.10860738, 0.08530984, 0.10514119],
 [ 0.        , 0.15580237, 0.02096557,-0.00430603],
 [ 0.10407477,-0.11259471, 0.02861968, 0.01535869],
 [-0.00643125, 0.15368432, 0.02538859, 0.01807175]]"
"[[0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.01800258e-06,2.07576639e-06,1.77339737e-06,2.12950541e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.85889217e-06,2.69623091e-06,0.00000000e+00,2.80361363e-06],
 [2.82722214e-06,2.54217464e-06,2.58276666e-06,2.70589029e-06],
 [2.09079146e-06,2.09795587e-06,1.82820754e-06,2.17217903e-06]]","[[ 0.        , 0.06168297, 0.12520314, 0.12338921],
 [ 0.        , 0.06120867, 0.09819212, 0.03439338],
 [ 0.        , 0.        ,-0.17003955,-0.00440723],
 [ 0.        , 0.        , 0.09905888, 0.06925343],
 [-0.0214182 , 0.        , 0.11851876, 0.06615281],
 [ 0.08296188, 0.        , 0.00934161, 0.06080043]]"
"[[0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [1.82394102e-06,2.09887584e-06,2.10772203e-06,2.34487541e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,3.14891272e-06],
 [0.00000000e+00,2.79861487e-06,2.61439920e-06,2.96308379e-06],
 [2.28408248e-06,2.88606701e-06,2.57196559e-06,2.83361161e-06],
 [1.84498042e-06,2.19287438e-06,2.14948613e-06,2.37638819e-06]]","[[ 0.        , 0.05928233,-0.15342494, 0.03963751],
 [ 0.        , 0.01446281, 0.08704248, 0.01405373],
 [ 0.        ,-0.00725518, 0.08542055, 0.08151543],
 [ 0.        ,-0.01331606, 0.01440258, 0.03615119],
 [ 0.08279894,-0.01302426, 0.0990218 , 0.05579101],
 [ 0.02849877, 0.47589643, 0.07991408, 0.01393615]]"
"[[0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.03308794e-06,2.07253988e-06,2.00431056e-06,1.91532054e-06],
 [2.50355859e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.48404947e-06,2.49820439e-06,2.74298488e-06,2.33157961e-06],
 [2.30411680e-06,2.50622034e-06,2.61905229e-06,2.23920269e-06],
 [2.03004186e-06,2.12188177e-06,2.04366014e-06,1.92951427e-06]]","[[ 0.        , 0.03005905, 0.01737366, 0.08664465],
 [ 0.        , 0.07998523, 0.05170284, 0.05653885],
 [ 0.        , 0.49053543, 0.11149735, 0.01564326],
 [ 0.        ,-0.01223363, 0.06624102, 0.0786886 ],
 [ 0.01723056,-0.01078595, 0.01140163, 0.03219222],
 [ 0.07061787,-0.01044982, 0.07750035, 0.07318928]]"
"[[0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [1.96166811e-06,2.11242836e-06,1.95919274e-06,1.91927015e-06],
 [2.63959821e-06,2.67740705e-06,0.00000000e+00,0.00000000e+00],
 [2.65128134e-06,2.62171021e-06,2.31296389e-06,2.89266325e-06],
 [2.33759806e-06,2.48769796e-06,2.28121995e-06,2.65207162e-06],
 [1.94612987e-06,2.12960429e-06,1.98868724e-06,1.94748608e-06]]","[[ 0.        , 0.07657195, 0.04424588, 0.04171024],
 [ 0.        ,-0.0022573 , 0.00223817, 0.07179156],
 [ 0.        , 0.18032999, 0.01074581, 0.00064195],
 [ 0.        , 0.15953685, 0.1061964 , 0.03190372],
 [ 0.00877356,-0.09218275,-0.00080521, 0.08049404],
 [ 0.02942872,-0.09045555, 0.02093737,-0.00076141]]"
"[[0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.07826746e-06,2.26143495e-06,1.96843427e-06,1.90122135e-06],
 [0.00000000e+00,3.15983086e-06,2.54958944e-06,0.00000000e+00],
 [2.57885217e-06,3.08255165e-06,2.54592437e-06,2.49075531e-06],
 [2.52887451e-06,2.74975574e-06,2.33186211e-06,2.42868498e-06],
 [2.11722397e-06,2.26646294e-06,1.96645363e-06,1.94178140e-06]]","[[ 0.        , 0.02428798, 0.03405267, 0.01302955],
 [ 0.        , 0.03376916, 0.03428228, 0.07359571],
 [ 0.        ,-0.11821813, 0.0183085 , 0.06888747],
 [ 0.        , 0.161442  , 0.06415239, 0.00538115],
 [ 0.06469988, 0.14551541, 0.05792064, 0.02073179],
 [ 0.00663254,-0.1116125 , 0.00923683, 0.03763807]]"
