H,label
"[[0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [1.88660497e-06,2.14117201e-06,1.90729405e-06,1.87632004e-06],
 [0.00000000e+00,3.01502086e-06,0.00000000e+00,0.00000000e+00],
 [2.64105522e-06,2.95422622e-06,2.53424163e-06,2.71999556e-06],
 [2.51052659e-06,2.71372543e-06,2.35131135e-06,2.62469722e-06],
 [1.92027388e-06,2.16309858e-06,1.91493428e-06,1.92816153e-06]]","[[ 0.        , 0.09374068, 0.08809027, 0.05037171],
 [ 0.        , 0.0358214 , 0.01588708, 0.10924074],
 [ 0.        ,-0.0134791 , 0.07241284, 0.06104846],
 [ 0.        , 0.49847515, 0.08867547, 0.01190928],
 [ 0.05751702,-0.01068083, 0.08628205, 0.08203957],
 [ 0.01211869,-0.0109359 , 0.01291468, 0.04320634]]"
"[[0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.05227771e-06,1.92200999e-06,2.20850517e-06,2.11604766e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,2.61393197e-06],
 [2.53887068e-06,2.88200819e-06,2.86561561e-06,2.56996873e-06],
 [2.43428896e-06,2.62317781e-06,2.83057190e-06,2.39281563e-06],
 [2.07397307e-06,1.94477924e-06,2.26552686e-06,2.11638381e-06]]","[[ 0.        , 0.05995483, 0.03484452, 0.09146994],
 [ 0.        , 0.01335025, 0.14269156, 0.00820299],
 [ 0.        ,-0.0137162 , 0.05171069, 0.10256237],
 [ 0.        ,-0.01106911, 0.01089062, 0.010897  ],
 [ 0.11069104,-0.01174545, 0.0408294 , 0.06949948],
 [ 0.0129228 , 0.49741063, 0.07073203, 0.01251438]]"
"[[0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [1.92769211e-06,2.03387804e-06,1.94323321e-06,1.82056759e-06],
 [0.00000000e+00,2.30809439e-06,0.00000000e+00,0.00000000e+00],
 [2.68098671e-06,2.29360333e-06,2.41274302e-06,2.63220626e-06],
 [2.50146671e-06,2.11103511e-06,2.39797680e-06,2.53706066e-06],
 [1.95015221e-06,2.01112978e-06,1.99041794e-06,1.86598516e-06]]","[[ 0.        , 0.08834316, 0.10954925, 0.06356494],
 [ 0.        , 0.02961951, 0.00975215, 0.10068007],
 [ 0.        ,-0.01391878, 0.04146417, 0.04715305],
 [ 0.        , 0.49949597, 0.09902881, 0.01756963],
 [ 0.05259816,-0.01143448, 0.06821993, 0.09597079],
 [ 0.01940404,-0.0111718 , 0.00637564, 0.03291013]]"
"[[0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.20389193e-06,1.99719206e-06,1.97379179e-06,2.00707803e-06],
 [2.97143340e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.91318229e-06,2.51552578e-06,2.49275933e-06,2.65817187e-06],
 [2.62928909e-06,2.38328183e-06,2.45691949e-06,2.53348953e-06],
 [2.20694094e-06,2.01273137e-06,2.01824681e-06,2.03806924e-06]]","[[ 0.        , 0.05956863, 0.02077377, 0.08848365],
 [ 0.        , 0.04432689, 0.07384952, 0.07964659],
 [ 0.        , 0.49081589, 0.05843357, 0.0120125 ],
 [ 0.        ,-0.01201253, 0.09758579, 0.07016051],
 [ 0.01308359,-0.01057978, 0.01321237, 0.06816532],
 [ 0.07734714,-0.01077265, 0.05615202, 0.04539157]]"
"[[0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [1.89989526e-06,1.87449910e-06,2.21601289e-06,2.00771223e-06],
 [0.00000000e+00,0.00000000e+00,3.17036279e-06,0.00000000e+00],
 [2.41389994e-06,0.00000000e+00,3.04532406e-06,2.45096304e-06],
 [2.32146113e-06,2.25984492e-06,2.87434094e-06,2.45941299e-06],
 [1.92289138e-06,1.87270443e-06,2.25657599e-06,2.06005998e-06]]","[[ 0.        , 0.01231855, 0.12521951, 0.01862874],
 [ 0.        , 0.04380203,-0.10647573, 0.05389626],
 [ 0.        ,-0.01691598, 0.01886924, 0.04131292],
 [ 0.        ,-0.00632875, 0.10808885, 0.06660624],
 [ 0.04442936, 0.4805497 , 0.05171374, 0.01254446],
 [ 0.06950265,-0.0134716 , 0.08391775, 0.04989285]]"
"[[0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.25081420e-06,1.80055106e-06,1.95501465e-06,2.00946786e-06],
 [2.76191239e-06,2.24366634e-06,0.00000000e+00,0.00000000e+00],
 [2.70841337e-06,0.00000000e+00,2.53924833e-06,2.68437941e-06],
 [2.44812888e-06,2.05418087e-06,2.43577355e-06,2.66522284e-06],
 [2.23350804e-06,1.78165334e-06,1.98383416e-06,2.07294796e-06]]","[[ 0.        , 0.04817884, 0.10731326, 0.0523095 ],
 [ 0.        , 0.02420727,-0.12207246, 0.08533797],
 [ 0.        , 0.2032362 , 0.0737302 ,-0.00826542],
 [ 0.        , 0.09379457, 0.07085959, 0.05410454],
 [-0.00367827,-0.0771981 ,-0.04639594, 0.0464326 ],
 [ 0.05659657,-0.07605527, 0.06153897, 0.03364487]]"
"[[0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.01077194e-06,2.04833987e-06,2.21696503e-06,2.03989240e-06],
 [0.00000000e+00,2.93854329e-06,2.69205583e-06,3.24256129e-06],
 [2.57090755e-06,2.92690743e-06,2.60887843e-06,3.23464419e-06],
 [2.44341437e-06,2.60499135e-06,2.45091341e-06,2.79774816e-06],
 [2.03225202e-06,2.05517137e-06,2.21754248e-06,2.05431196e-06]]","[[ 0.        , 0.12681266, 0.07147233, 0.00314474],
 [ 0.        ,-0.04060329, 0.05881642, 0.03782663],
 [ 0.        ,-0.19693209,-0.04005569, 0.06276638],
 [ 0.        , 0.08475532, 0.10947795, 0.01022969],
 [ 0.05940691, 0.03657047, 0.09545138, 0.12151555],
 [ 0.01042579, 0.10088529, 0.04197859,-0.03863846]]"
"[[0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.06491789e-06,1.91765909e-06,2.18797038e-06,1.91444320e-06],
 [0.00000000e+00,0.00000000e+00,2.80767275e-06,0.00000000e+00],
 [2.72445122e-06,2.63221195e-06,2.79430593e-06,2.25378552e-06],
 [2.57642322e-06,2.43240513e-06,2.45689982e-06,2.24500764e-06],
 [2.09219361e-06,1.93024605e-06,2.16706965e-06,1.95114642e-06]]","[[ 0.        , 0.01446684, 0.09443309, 0.0109963 ],
 [ 0.        , 0.09057129, 0.11759339, 0.06760858],
 [ 0.        ,-0.0137885 , 0.01714773, 0.05572798],
 [ 0.        ,-0.01084304, 0.03747273, 0.03863126],
 [ 0.05484742, 0.4973033 , 0.08725868, 0.0132908 ],
 [ 0.04154304,-0.01044954, 0.07758873, 0.09909439]]"
"[[0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [1.96266462e-06,2.27381344e-06,1.99100716e-06,1.92059342e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,2.67954395e-06],
 [2.33448638e-06,2.82983413e-06,2.46768466e-06,0.00000000e+00],
 [2.31271352e-06,2.84989670e-06,2.40993360e-06,2.35974727e-06],
 [1.99758697e-06,2.33534798e-06,2.02448515e-06,1.90698055e-06]]","[[ 0.        , 0.06424673, 0.07943931, 0.07433783],
 [ 0.        , 0.01959564, 0.09232046, 0.02381796],
 [ 0.        ,-0.00974282, 0.10481588, 0.08736426],
 [ 0.        ,-0.00805717,-0.02911376, 0.06059566],
 [ 0.08878351,-0.00734017, 0.0633502 , 0.06294746],
 [ 0.05442295, 0.47960175, 0.10115043, 0.01865096]]"
"[[0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.16621131e-06,2.07780768e-06,1.96227215e-06,2.12921744e-06],
 [2.99348011e-06,2.82673450e-06,0.00000000e+00,2.90920473e-06],
 [2.98571505e-06,2.79457338e-06,2.47736240e-06,2.84435336e-06],
 [2.58765333e-06,2.56945307e-06,2.36309882e-06,2.67335255e-06],
 [2.15423571e-06,2.09188826e-06,1.98138910e-06,2.15765646e-06]]","[[ 0.        , 0.06535191, 0.10746226, 0.07727567],
 [ 0.        , 0.02930791, 0.03939262, 0.07454813],
 [ 0.        , 0.1096388 , 0.0647634 , 0.01312658],
 [ 0.        , 0.09131542, 0.02185011, 0.03662346],
 [ 0.03065664,-0.18131856,-0.02011145, 0.06723791],
 [ 0.03447465, 0.09144063, 0.05384806, 0.03918113]]"
"[[0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [1.93689613e-06,2.15017999e-06,2.02845924e-06,1.77230473e-06],
 [0.00000000e+00,0.00000000e+00,2.41357072e-06,0.00000000e+00],
 [2.65035717e-06,2.60539878e-06,2.38507668e-06,0.00000000e+00],
 [2.46496193e-06,2.60521055e-06,2.25713399e-06,2.10897276e-06],
 [1.95439163e-06,2.19883239e-06,2.02988642e-06,1.77382680e-06]]","[[ 0.        , 0.01545035, 0.12893933, 0.01134228],
 [ 0.        , 0.06910058, 0.09451458, 0.0802553 ],
 [ 0.        ,-0.01744454, 0.01402286, 0.02507545],
 [ 0.        ,-0.01460908,-0.11113372, 0.05394299],
 [ 0.02798546, 0.48258961, 0.06087405, 0.01479742],
 [ 0.04849344,-0.00639161, 0.05165453, 0.06723641]]"
"[[0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [1.80352144e-06,1.95689209e-06,1.98753617e-06,1.96083367e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,2.51681902e-06,2.64920975e-06,2.49192355e-06],
 [2.15251833e-06,2.36483269e-06,2.53856801e-06,2.36868645e-06],
 [1.82129913e-06,1.96932709e-06,2.02281524e-06,1.97882939e-06]]","[[ 0.        , 0.0198727 ,-0.19476949, 0.08443938],
 [ 0.        , 0.05857101, 0.10185366, 0.04400649],
 [ 0.        , 0.        , 0.10655434, 0.09339669],
 [ 0.        , 0.        , 0.09171761, 0.05051959],
 [ 0.09207099, 0.        , 0.10250398, 0.02703047],
 [ 0.05566713, 0.        , 0.04115612, 0.05705763]]"
"[[0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [1.91565915e-06,2.05417565e-06,1.95573396e-06,2.15372379e-06],
 [2.37323108e-06,2.52367809e-06,0.00000000e+00,0.00000000e+00],
 [2.37264854e-06,2.49197663e-06,2.69742997e-06,2.71837100e-06],
 [2.19081452e-06,2.34497697e-06,2.49117009e-06,2.65752255e-06],
 [1.90736229e-06,2.05928006e-06,1.97167835e-06,2.19600830e-06]]","[[ 0.        , 0.0172914 , 0.01638474, 0.05501979],
 [ 0.        , 0.04694807, 0.0081047 , 0.06556437],
 [ 0.        , 0.17833117, 0.093929  , 0.01606458],
 [ 0.        , 0.16636036, 0.03209285, 0.02524843],
 [ 0.02229826,-0.09591256, 0.00265406, 0.01550576],
 [ 0.025257  ,-0.09881721, 0.01177185, 0.05512791]]"
"[[0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [1.97580015e-06,1.95428987e-06,1.85859741e-06,2.13157836e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,2.60799938e-06],
 [2.31141888e-06,2.73099305e-06,2.37997784e-06,2.53816944e-06],
 [2.26713279e-06,2.61083726e-06,2.27927187e-06,2.43928402e-06],
 [1.99927415e-06,1.99642667e-06,1.87704938e-06,2.14802245e-06]]","[[ 0.        , 0.0624823 , 0.03708002, 0.07533099],
 [ 0.        , 0.01508791, 0.11015557, 0.01296174],
 [ 0.        ,-0.01351842, 0.08287604, 0.1074862 ],
 [ 0.        ,-0.01122983, 0.01377955, 0.03278085],
 [ 0.10823501,-0.01082807, 0.04984727, 0.06091202],
 [ 0.0289167 , 0.49778074, 0.09687054, 0.01487103]]"
"[[0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.00207080e-06,1.96178224e-06,2.00266809e-06,2.11806115e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,2.91318114e-06],
 [2.65646383e-06,2.72030221e-06,2.74486328e-06,2.90007139e-06],
 [2.51873859e-06,2.66639020e-06,2.76912557e-06,2.55678928e-06],
 [2.02965107e-06,2.02146420e-06,2.08441646e-06,2.11269936e-06]]","[[ 0.        , 0.04626866, 0.08187581, 0.10903407],
 [ 0.        , 0.01180198, 0.09002971, 0.00909274],
 [ 0.        ,-0.01352426, 0.06900789, 0.07907234],
 [ 0.        ,-0.01105555, 0.01650512, 0.05369556],
 [ 0.09660307,-0.01112244, 0.0444538 , 0.05752169],
 [ 0.04960613, 0.50044613, 0.08790088, 0.01033754]]"
"[[0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [1.85431232e-06,2.11260550e-06,1.78272427e-06,2.09259283e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.55695754e-06,2.67362416e-06,0.00000000e+00,2.62305076e-06],
 [2.46093953e-06,2.55801770e-06,2.32867196e-06,2.51032949e-06],
 [1.89156044e-06,2.13976042e-06,1.78533463e-06,2.11717531e-06]]","[[ 0.        , 0.07243097, 0.13615206, 0.11140555],
 [ 0.        , 0.07077612, 0.09672964, 0.02516884],
 [ 0.        , 0.        ,-0.16977218,-0.00706385],
 [ 0.        , 0.        , 0.09189416, 0.06389273],
 [-0.01425003, 0.        , 0.10640002, 0.07047612],
 [ 0.06389151, 0.        , 0.03088806, 0.06931072]]"
"[[0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.21148477e-06,1.95463328e-06,1.94935770e-06,2.03597819e-06],
 [0.00000000e+00,0.00000000e+00,2.42200251e-06,2.86541915e-06],
 [2.77846729e-06,2.40221134e-06,2.42605402e-06,2.86278764e-06],
 [2.74118041e-06,2.36760022e-06,2.19655346e-06,2.53336972e-06],
 [2.26006701e-06,1.99250904e-06,1.93220227e-06,2.03516971e-06]]","[[ 0.        , 0.03608945, 0.05190738, 0.00421182],
 [ 0.        ,-0.00374275, 0.04795334, 0.01838677],
 [ 0.        ,-0.11910504, 0.01332715, 0.04829446],
 [ 0.        ,-0.11012131, 0.04681763, 0.05673052],
 [ 0.04091646, 0.14411475, 0.08088603, 0.02986085],
 [ 0.05304317, 0.15692999, 0.06192111,-0.00430691]]"
"[[0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.17081090e-06,1.95043876e-06,2.15826754e-06,1.99882695e-06],
 [2.86459060e-06,0.00000000e+00,2.89662393e-06,0.00000000e+00],
 [2.81848993e-06,2.42026298e-06,2.83195720e-06,2.64661652e-06],
 [2.55326679e-06,2.46601100e-06,2.62422207e-06,2.60666866e-06],
 [2.17094755e-06,2.02240643e-06,2.17444981e-06,2.05373614e-06]]","[[ 0.        , 0.01516136, 0.02633798, 0.01719564],
 [ 0.        , 0.0300334 , 0.03269121, 0.06900511],
 [ 0.        , 0.17978728, 0.02596635, 0.01720791],
 [ 0.        ,-0.09669014, 0.06956497, 0.06013907],
 [ 0.02554701, 0.16617183,-0.00620511, 0.01369789],
 [ 0.05029669,-0.097954  , 0.06554135, 0.03151151]]"
"[[0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [1.79999759e-06,1.99196176e-06,2.13418712e-06,1.90989797e-06],
 [2.62276073e-06,0.00000000e+00,2.88217457e-06,2.55928684e-06],
 [0.00000000e+00,2.54617518e-06,2.82954081e-06,0.00000000e+00],
 [2.32814822e-06,2.40835979e-06,2.60879308e-06,2.30013736e-06],
 [1.79304673e-06,2.00931332e-06,2.14884708e-06,1.89966166e-06]]","[[ 0.        ,-0.0082033 ,-0.09220911,-0.01590221],
 [ 0.        , 0.06080617, 0.08549913, 0.04503624],
 [ 0.        , 0.08830417, 0.16827787, 0.02139668],
 [ 0.        ,-0.11782652,-0.09308988, 0.05503714],
 [ 0.02207575, 0.08428226, 0.08324494,-0.00712001],
 [ 0.0536965 , 0.0671221 , 0.06344298, 0.05852635]]"
"[[0.00000000e+00,0.00000000e+00,0.00000000e+00,3.13048720e-06],
 [2.14623487e-06,1.83195173e-06,1.98508744e-06,2.21978767e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,2.92735054e-06],
 [2.72964065e-06,2.28926297e-06,2.56633550e-06,3.06852638e-06],
 [2.64086254e-06,2.24336940e-06,2.38669769e-06,2.40286399e-06],
 [2.18295313e-06,1.86287325e-06,1.99340564e-06,2.15407728e-06]]","[[-0.00807754, 0.06748782, 0.08218142, 0.06826693],
 [-0.00576785, 0.00740117, 0.06952224, 0.00528189],
 [-0.00606153,-0.00778762, 0.10925966, 0.07468321],
 [ 0.40929233,-0.00552279, 0.01190484, 0.07577898],
 [ 0.06911694,-0.00580421, 0.09463481, 0.06171813],
 [ 0.07084533, 0.40093801, 0.09334783, 0.00634195]]"
"[[0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.24243050e-06,2.08873897e-06,2.02202969e-06,1.84076230e-06],
 [0.00000000e+00,0.00000000e+00,2.89135960e-06,0.00000000e+00],
 [2.82117920e-06,2.81273113e-06,2.90380008e-06,0.00000000e+00],
 [2.84146093e-06,2.73380516e-06,2.51804169e-06,2.29445595e-06],
 [2.30630835e-06,2.14020034e-06,2.01373784e-06,1.86279323e-06]]","[[ 0.        , 0.011497  , 0.10618315, 0.0125645 ],
 [ 0.        , 0.0677593 , 0.11530062, 0.08311623],
 [ 0.        ,-0.01787259, 0.0178333 , 0.05406822],
 [ 0.        ,-0.01421311,-0.11316204, 0.03608182],
 [ 0.04921034, 0.48299728, 0.05222991, 0.0102145 ],
 [ 0.03499429,-0.00509182, 0.05745419, 0.06706386]]"
"[[0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.22762204e-06,2.13298209e-06,2.39788685e-06,2.05542687e-06],
 [2.64562728e-06,0.00000000e+00,2.83630402e-06,0.00000000e+00],
 [2.55876053e-06,2.45475414e-06,2.64371702e-06,2.51734826e-06],
 [2.41048742e-06,2.47220984e-06,2.58262711e-06,2.44837611e-06],
 [2.22440485e-06,2.17394368e-06,2.40870465e-06,2.08491851e-06]]","[[ 0.        , 0.02736353, 0.02883789, 0.01322984],
 [ 0.        , 0.02733825, 0.03785128, 0.06241823],
 [ 0.        , 0.17829418, 0.005449  , 0.01223047],
 [ 0.        ,-0.09916842, 0.07695081, 0.05426228],
 [ 0.01838565, 0.1668516 , 0.00088822, 0.02713126],
 [ 0.04849451,-0.09770064, 0.06171403, 0.02824652]]"
"[[1.94520772e-06,1.99044440e-06,2.06443506e-06,2.19570396e-06],
 [0.00000000e+00,2.51762396e-06,2.74745739e-06,2.80501564e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.84810931e-06,2.45319523e-06,2.54064818e-06,2.77309802e-06]]","[[ 0.07516766, 0.13960098, 0.        , 0.        ],
 [ 0.08050825, 0.10504661, 0.        , 0.        ],
 [ 0.0607574 , 0.        , 0.        , 0.18433755],
 [ 0.06539169, 0.        , 0.        , 0.06560073],
 [-0.19430801, 0.        , 0.        , 0.0459889 ],
 [ 0.10523424, 0.        , 0.        , 0.07967119]]"
"[[1.89628942e-06,1.91186474e-06,1.98002565e-06,1.96913164e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,2.67320991e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.23826511e-06,2.57222229e-06,2.34161106e-06,2.44829471e-06]]","[[ 0.1371231 ,-0.00696998, 0.        , 0.        ],
 [ 0.05412818, 0.50307426, 0.        , 0.        ],
 [ 0.12364777, 0.        , 0.        , 0.09662266],
 [ 0.01368885, 0.        , 0.        , 0.15832842],
 [-0.00897929, 0.        , 0.        , 0.10334801],
 [-0.00710164, 0.        , 0.        , 0.0170012 ]]"
"[[2.13598007e-06,2.16938670e-06,2.10805682e-06,2.02346587e-06],
 [2.64063255e-06,3.03092939e-06,3.48549167e-06,2.78330951e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.63481417e-06,2.97845393e-06,3.22569669e-06,2.60815687e-06]]","[[ 0.24152418, 0.17958373, 0.        , 0.        ],
 [ 0.04522371, 0.11314314, 0.        , 0.        ],
 [-0.04491913, 0.        , 0.        , 0.06073497],
 [ 0.07933037, 0.        , 0.        , 0.13259045],
 [-0.01061742, 0.        , 0.        , 0.08149274],
 [ 0.07504145, 0.        , 0.        , 0.06486034]]"
"[[1.97346531e-06,1.84080606e-06,1.66800074e-06,2.11532487e-06],
 [2.59364642e-06,0.00000000e+00,0.00000000e+00,3.23219064e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.48005385e-06,2.39008592e-06,2.18600980e-06,3.11360939e-06]]","[[ 0.05950169,-0.0875113 , 0.        , 0.        ],
 [ 0.09115247, 0.18474743, 0.        , 0.        ],
 [ 0.08505351, 0.        , 0.        , 0.0119998 ],
 [ 0.0061247 , 0.        , 0.        , 0.11521967],
 [ 0.19130971, 0.        , 0.        , 0.11591469],
 [-0.08961523, 0.        , 0.        , 0.05759731]]"
"[[1.93554399e-06,2.11305963e-06,1.82160278e-06,1.97503395e-06],
 [0.00000000e+00,2.48618287e-06,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.89021026e-06,2.47884765e-06,2.42171204e-06,2.58649996e-06]]","[[ 0.05192194,-0.00711264, 0.        , 0.        ],
 [ 0.01886205,-0.00742301, 0.        , 0.        ],
 [ 0.10898676, 0.        , 0.        , 0.16343031],
 [ 0.11825075, 0.        , 0.        , 0.01459089],
 [-0.01011796, 0.        , 0.        , 0.11415116],
 [ 0.50545012, 0.        , 0.        , 0.10817752]]"
"[[1.78907620e-06,1.98468095e-06,1.93567541e-06,1.99998703e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.76285283e-06,2.39416492e-06,2.50228788e-06,2.85712721e-06]]","[[0.01235509,0.        ,0.        ,0.        ],
 [0.18381042,0.        ,0.        ,0.        ],
 [0.13005512,0.        ,0.        ,0.17948512],
 [0.06171895,0.        ,0.        ,0.0495443 ],
 [0.        ,0.        ,0.        ,0.09554655],
 [0.        ,0.        ,0.        ,0.14924644]]"
"[[2.04619223e-06,2.00587189e-06,2.09769003e-06,2.03155149e-06],
 [0.00000000e+00,3.37104350e-06,2.85456294e-06,2.98598935e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.85282413e-06,2.85816029e-06,2.55559591e-06,2.76449907e-06]]","[[ 0.09407528, 0.08572373, 0.        , 0.        ],
 [-0.00866587, 0.09722097, 0.        , 0.        ],
 [ 0.13441383, 0.        , 0.        , 0.1757592 ],
 [ 0.04689547, 0.        , 0.        , 0.05269225],
 [-0.18536969, 0.        , 0.        , 0.03110927],
 [ 0.16339875, 0.        , 0.        , 0.08872768]]"
"[[1.79637086e-06,2.25943726e-06,2.02017612e-06,1.82220224e-06],
 [0.00000000e+00,2.98759639e-06,2.58360028e-06,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.31121725e-06,2.76291055e-06,2.50081350e-06,2.34096139e-06]]","[[ 0.08153977, 0.16630058, 0.        , 0.        ],
 [ 0.03132315,-0.10715698, 0.        , 0.        ],
 [ 0.03209472, 0.        , 0.        , 0.12325922],
 [ 0.08288359, 0.        , 0.        , 0.02098699],
 [-0.114619  , 0.        , 0.        , 0.03138063],
 [ 0.17909688, 0.        , 0.        , 0.11777067]]"
"[[2.21078747e-06,2.07156899e-06,1.91416734e-06,2.13852972e-06],
 [2.74089652e-06,2.95878018e-06,0.00000000e+00,2.81556089e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.73395464e-06,2.76516102e-06,2.56631551e-06,2.78721204e-06]]","[[ 0.13848673,-0.17394649, 0.        , 0.        ],
 [ 0.00948024, 0.11071252, 0.        , 0.        ],
 [ 0.08699571, 0.        , 0.        , 0.03220458],
 [ 0.04773215, 0.        , 0.        , 0.05914486],
 [ 0.08741964, 0.        , 0.        , 0.15158316],
 [ 0.15882026, 0.        , 0.        , 0.08138992]]"
"[[2.16245375e-06,1.86269507e-06,1.98674142e-06,1.76030726e-06],
 [2.90942045e-06,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.73711866e-06,2.46815716e-06,2.70143411e-06,2.42727051e-06]]","[[ 0.02018017,-0.0069577 , 0.        , 0.        ],
 [ 0.10513743,-0.00656856, 0.        , 0.        ],
 [ 0.08892071, 0.        , 0.        , 0.02265588],
 [ 0.0791981 , 0.        , 0.        , 0.11003041],
 [ 0.49463148, 0.        , 0.        , 0.12407685],
 [-0.00770984, 0.        , 0.        , 0.12868984]]"
"[[1.91779297e-06,1.91704913e-06,1.94741516e-06,2.14220979e-06],
 [0.00000000e+00,0.00000000e+00,2.55420434e-06,3.08554841e-06],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00],
 [2.64312686e-06,2.58345451e-06,2.41310105e-06,2.87957821e-06]]","[[ 0.06893204, 0.16446596, 0.        , 0.        ],
 [ 0.08554775, 0.17986722, 0.        , 0.        ],
 [ 0.04683046, 0.        , 0.        , 0.13341809],
 [ 0.01435799, 0.        , 0.        , 0.116725  ],
 [-0.11618898, 0.        , 0.        , 0.01788211],
 [-0.10832159, 0.        , 0.        , 0.03165715]]"
